"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000040265",-1.3291852360516,3.29528780574572,1.12695400927002e-12,6.51757486013263e-12
"ENSMUSG00000022814",0.749302968281959,5.80084854175766,1.15353653135881e-12,6.66845024839115e-12
"ENSMUSG00000031826",0.817241914810715,6.17458110316909,1.15550806420242e-12,6.67698423211011e-12
"ENSMUSG00000034462",-0.711412097126025,7.89135968098243,1.15674632399838e-12,6.68127557575927e-12
"ENSMUSG00000026788",0.849881867582569,4.92944533092061,1.15780181067726e-12,6.68450801273667e-12
"ENSMUSG00000005672",3.60293286245267,0.0741623424359489,1.1941219245232e-12,6.89124900021286e-12
"ENSMUSG00000030770",-0.675349322777035,8.61383763760625,1.20433515380679e-12,6.94721532240877e-12
"ENSMUSG00000031949",1.06357237737034,3.09481964129661,1.21953392983764e-12,7.03188062794747e-12
"ENSMUSG00000051220",1.10724643096688,4.35041424386864,1.22770311011888e-12,7.07595794250219e-12
"ENSMUSG00000022285",0.723496761477183,8.21029264551907,1.23567509233022e-12,7.11886150414688e-12
"ENSMUSG00000025001",1.21743077045508,5.60560432143409,1.24688939991059e-12,7.180399829216e-12
"ENSMUSG00000019877",-0.683684426642834,8.85844877356254,1.25600512458974e-12,7.22980575772599e-12
"ENSMUSG00000040569",-2.87158633773209,1.12794787789909,1.26105382687596e-12,7.25576894584499e-12
"ENSMUSG00000069808",0.859090452980503,4.53322578569474,1.35082545076107e-12,7.76897521404012e-12
"ENSMUSG00000046727",1.18952157056879,3.59343804789972,1.37940043636076e-12,7.92993487530038e-12
"ENSMUSG00000032238",-0.842064116815406,5.10639247640022,1.39430890485763e-12,8.01222435907322e-12
"ENSMUSG00000055301",1.05701570026523,3.16177637955643,1.48539530869737e-12,8.53200432746026e-12
"ENSMUSG00000045954",-0.883470220972958,7.97316002418122,1.50642933758873e-12,8.64913709541469e-12
"ENSMUSG00000052516",-0.808895097331471,5.27878733284291,1.51428324036907e-12,8.69052889034286e-12
"ENSMUSG00000049422",1.71162179496585,2.1793440269183,1.5250526037094e-12,8.74861027685378e-12
"ENSMUSG00000026466",-0.710008625194199,6.07023554295604,1.56764866998493e-12,8.98914152278468e-12
"ENSMUSG00000036894",-0.715752331026925,5.77044204754317,1.5721384923714e-12,9.01105400325632e-12
"ENSMUSG00000027613",1.05825214686795,6.64336613705207,1.57638181691033e-12,9.03153560296142e-12
"ENSMUSG00000050148",0.667173002936122,6.46312400492948,1.59968997701206e-12,9.16118121499559e-12
"ENSMUSG00000027574",-1.55138433102048,1.72023568860104,1.6301803076297e-12,9.33183045739108e-12
"ENSMUSG00000037499",-0.849850375416248,5.16341506358342,1.68972214222137e-12,9.66856714740505e-12
"ENSMUSG00000027018",0.874301897470686,5.41306900247669,1.71601347264051e-12,9.81483989167022e-12
"ENSMUSG00000025006",-0.769645467869771,4.59193224633148,1.73232296920618e-12,9.90392109748453e-12
"ENSMUSG00000020676",-1.82754255769492,2.81900949314645,1.74960487494055e-12,9.99848381478317e-12
"ENSMUSG00000025081",2.692754060481,0.481423969018531,1.75042493947884e-12,9.99893161403149e-12
"ENSMUSG00000001300",-0.707313500777252,6.67413609728694,1.76318154159964e-12,1.00675350962748e-11
"ENSMUSG00000027843",1.82125736299314,1.3794915286239,1.77924276017189e-12,1.0154941426705e-11
"ENSMUSG00000002602",-0.630119611318434,8.82840868065679,1.78287680611333e-12,1.01713763111358e-11
"ENSMUSG00000055561",-1.26902615247074,2.396649576763,1.80583837462812e-12,1.0298014859713e-11
"ENSMUSG00000028024",-1.52381247483587,2.46850420739505,1.81277613334823e-12,1.03332072108531e-11
"ENSMUSG00000027318",-1.45526214001508,3.36081863819164,1.83359744476566e-12,1.04474755506703e-11
"ENSMUSG00000028957",-0.963340860956849,4.88939592198975,1.86693737476983e-12,1.0632945817183e-11
"ENSMUSG00000032370",-0.824428569399665,4.26844781477918,1.86777899977337e-12,1.06332469155173e-11
"ENSMUSG00000038007",1.40064381127667,2.59910114088509,1.90473417671257e-12,1.08390550596294e-11
"ENSMUSG00000035104",1.15951057416155,3.45158312496419,1.92223597647794e-12,1.09340351050207e-11
"ENSMUSG00000081683",3.20602252017355,0.111777091898756,1.95262552671167e-12,1.11022120310417e-11
"ENSMUSG00000034333",1.49967149562761,1.76334287448392,2.01103897340192e-12,1.14295178753926e-11
"ENSMUSG00000030089",-1.09213685960395,3.864498695059,2.07716227801855e-12,1.18003475221104e-11
"ENSMUSG00000114865",6.86210361983021,-0.730332610788575,2.10246224190179e-12,1.19390452750961e-11
"ENSMUSG00000023852",0.833897383513961,6.82915036547513,2.11069932488528e-12,1.19807737258015e-11
"ENSMUSG00000058152",-1.01725494366003,3.09756338982142,2.13470848182577e-12,1.21119549846352e-11
"ENSMUSG00000033294",0.886323376119347,5.26620722922896,2.14178430205322e-12,1.21469895565753e-11
"ENSMUSG00000055128",-0.830852131992889,4.48445962225578,2.14950627944026e-12,1.21856577599387e-11
"ENSMUSG00000019986",-0.773125723583792,5.04035892752918,2.15981872919722e-12,1.22389727987842e-11
"ENSMUSG00000032714",-0.787789739778772,5.85527176423598,2.20128813828722e-12,1.24687249547269e-11
"ENSMUSG00000049091",0.777096413696877,4.75122372325552,2.26431116994414e-12,1.28203187240726e-11
"ENSMUSG00000026709",1.0410599107361,4.36927346578986,2.28532069445151e-12,1.29338405885394e-11
"ENSMUSG00000006678",1.0064110647485,5.1962733293925,2.30709709291257e-12,1.30516055012817e-11
"ENSMUSG00000022322",1.06045512153063,4.41419959778049,2.32494952608914e-12,1.3147082450171e-11
"ENSMUSG00000032336",-0.659341768949827,8.78383517367742,2.37056809280288e-12,1.339942493043e-11
"ENSMUSG00000044519",6.85804233620543,-0.73172631878213,2.3830407803175e-12,1.34642802847696e-11
"ENSMUSG00000043531",-1.26294801784974,3.19298840096086,2.38417827407015e-12,1.34650638092751e-11
"ENSMUSG00000039323",-1.34384268652877,6.36608566125323,2.39093692698079e-12,1.34975798629095e-11
"ENSMUSG00000054863",-1.07997294870288,3.1209206011988,2.40108070770032e-12,1.35491707913386e-11
"ENSMUSG00000030970",0.691890848965081,6.16644359663923,2.42130796126985e-12,1.36575952409535e-11
"ENSMUSG00000030657",-1.05038917956766,4.54415040952283,2.44553331732373e-12,1.37884712048688e-11
"ENSMUSG00000040380",2.18055777093715,0.794467196467406,2.51530363203728e-12,1.41759231870797e-11
"ENSMUSG00000070327",0.723213995102493,7.20306327620791,2.5335888349359e-12,1.42730092284876e-11
"ENSMUSG00000041062",3.02868696986844,0.105038447192231,2.55822089531083e-12,1.44057543398853e-11
"ENSMUSG00000041287",4.82932248331684,-0.123063317557828,2.56310444094631e-12,1.44272279617525e-11
"ENSMUSG00000040345",5.11271774290023,-0.58627108809755,2.64656474238166e-12,1.4890792692841e-11
"ENSMUSG00000024007",0.867369811862415,4.57582272546808,2.7454833343424e-12,1.54409098165498e-11
"ENSMUSG00000036273",-0.767873547892952,5.77210154150302,2.74784791859134e-12,1.5447763882623e-11
"ENSMUSG00000027660",0.911800928105352,6.63665516462356,2.76162439263301e-12,1.55187404906568e-11
"ENSMUSG00000040006",-0.808703130630915,5.51108633884082,2.85402700392288e-12,1.60313075166185e-11
"ENSMUSG00000095041",-0.617701759020114,7.09039710533806,2.90796084942569e-12,1.63274553149137e-11
"ENSMUSG00000003348",-0.76798689240922,5.86144723604786,2.91621625988381e-12,1.63669905909632e-11
"ENSMUSG00000048701",0.653714618229752,7.2279353755518,2.95213367704497e-12,1.65616787766305e-11
"ENSMUSG00000023044",-0.831619372822927,5.39276630843239,2.95746730680122e-12,1.6584699152657e-11
"ENSMUSG00000015149",-0.649187753809071,6.33235335540185,2.98425646590787e-12,1.6727967325116e-11
"ENSMUSG00000074151",-1.10379036836142,2.91581482437931,3.03789572452352e-12,1.70215595437662e-11
"ENSMUSG00000028884",0.82948605477841,4.36035734399139,3.077629276682e-12,1.72370254586415e-11
"ENSMUSG00000022881",1.09534032660572,3.76728387047746,3.1233222608179e-12,1.748567582977e-11
"ENSMUSG00000021994",-0.838084041059336,6.7818306286987,3.22895306400162e-12,1.80695376736429e-11
"ENSMUSG00000063317",0.757993295629361,5.79122801858805,3.40567268461958e-12,1.90505699009778e-11
"ENSMUSG00000022750",-0.778309969339406,5.61651276592738,3.44219844037409e-12,1.92469005286948e-11
"ENSMUSG00000024013",5.0883281526095,-0.607922318075545,3.52049612051011e-12,1.9676537396599e-11
"ENSMUSG00000033788",-0.684580011269408,5.86095764312172,3.54631283732248e-12,1.98126163945066e-11
"ENSMUSG00000024947",0.967810633357447,5.92204984672499,3.65428890040917e-12,2.04074020987639e-11
"ENSMUSG00000051111",-1.33229493227395,3.32216098522887,3.76192761599706e-12,2.09998120874768e-11
"ENSMUSG00000067001",-1.7498734330442,1.78747267879499,3.77008948608383e-12,2.10366624014471e-11
"ENSMUSG00000060621",3.54366260920946,-0.184426243849031,3.78756570271415e-12,2.11254336939551e-11
"ENSMUSG00000034614",-0.808997878690693,5.09853023916258,3.79067824603449e-12,2.11340502211708e-11
"ENSMUSG00000029994",-0.644835211213215,7.30592484604897,3.80670200618671e-12,2.12146133713944e-11
"ENSMUSG00000024048",-0.622383098131806,7.54415233373191,3.88471835562043e-12,2.1640449649636e-11
"ENSMUSG00000048277",0.683442119938028,6.89313907621334,3.89811913497838e-12,2.17061313749044e-11
"ENSMUSG00000007613",-0.748065744321322,5.85898308668744,3.95125102148657e-12,2.19929046328078e-11
"ENSMUSG00000060594",-0.875918013299124,4.96501344970871,3.95952595338532e-12,2.20298676754385e-11
"ENSMUSG00000020251",-1.3261403481244,2.70527814996045,3.96874183576424e-12,2.2072033287103e-11
"ENSMUSG00000060733",0.903899653065458,4.93021349715041,4.02513500768221e-12,2.23764309437377e-11
"ENSMUSG00000058966",3.07920356203897,0.154268020495317,4.0443269528586e-12,2.24738547615362e-11
"ENSMUSG00000024330",-1.3010884496116,2.49738987972049,4.0463161018298e-12,2.24756437448568e-11
"ENSMUSG00000024006",0.681257732474439,7.23328944389596,4.07962899404222e-12,2.26513502754049e-11
"ENSMUSG00000054277",-0.728802310853422,6.16113758342764,4.10552036130588e-12,2.27857225157532e-11
"ENSMUSG00000025915",1.63170356928364,4.194780766422,4.12242883746613e-12,2.28701494476876e-11
"ENSMUSG00000044626",2.77402333785838,0.867157183085168,4.14802949526948e-12,2.30027090192217e-11
"ENSMUSG00000001416",0.708369852906328,8.61249138611824,4.18146258482804e-12,2.31785761126919e-11
"ENSMUSG00000048834",-2.08118939806407,0.880150552802861,4.27179440950103e-12,2.36695686126113e-11
"ENSMUSG00000020261",-0.805483155226702,5.31399710895594,4.27654762623172e-12,2.36861703160352e-11
"ENSMUSG00000031832",0.965896007073903,4.03241647223415,4.33587636403198e-12,2.40049072950781e-11
"ENSMUSG00000050244",0.673669930617443,6.40782475085947,4.37499829504828e-12,2.4211556656628e-11
"ENSMUSG00000021466",0.78021604102499,5.101331186196,4.40679758536574e-12,2.4377529030905e-11
"ENSMUSG00000027796",-1.37092914046815,2.53789383153411,4.55399818220282e-12,2.51814805144693e-11
"ENSMUSG00000014837",1.16606832630352,2.94777162924315,4.55766419860462e-12,2.51914190493599e-11
"ENSMUSG00000038379",0.992405359750223,3.852336289639,4.69430731067253e-12,2.59360478914657e-11
"ENSMUSG00000039234",-0.770698973115971,7.43958537940615,4.71718897463654e-12,2.60517921208829e-11
"ENSMUSG00000003721",-0.674851836962265,5.74663456995882,4.72862020496692e-12,2.61042297228334e-11
"ENSMUSG00000060012",0.637870421744973,6.10745072834647,4.77277614757469e-12,2.63372064041974e-11
"ENSMUSG00000044835",2.9789677681802,0.0632021879869026,4.80697809631126e-12,2.65150866269935e-11
"ENSMUSG00000012520",7.16610664911182,-0.530136564323122,4.90675175241083e-12,2.70543641612476e-11
"ENSMUSG00000070972",-0.838739571667971,4.97336678934807,4.94403586076157e-12,2.72487929022595e-11
"ENSMUSG00000039450",-1.06609283458096,5.66720572435504,4.96418907003308e-12,2.73486852689481e-11
"ENSMUSG00000046169",-0.940727827190639,4.10062624117121,5.04795110595942e-12,2.77987862987904e-11
"ENSMUSG00000006715",1.30227916296536,3.65150154897057,5.23491331977595e-12,2.88166053343812e-11
"ENSMUSG00000039197",-0.618530639707885,6.95721212175461,5.44723116470011e-12,2.9973111563805e-11
"ENSMUSG00000004846",-0.732013672093826,7.92996283634258,5.46209466679797e-12,3.00426349257868e-11
"ENSMUSG00000025321",-1.42162131021502,2.60865223280562,5.53510666464158e-12,3.04317997332924e-11
"ENSMUSG00000038372",-0.833646391489775,4.19292337685191,5.59155698775821e-12,3.07296289245693e-11
"ENSMUSG00000038780",0.656153296900382,7.08332819371794,5.64269360745538e-12,3.09980246626349e-11
"ENSMUSG00000026305",0.756110341370698,8.18585767137148,5.7831391354787e-12,3.17566186091195e-11
"ENSMUSG00000031825",-1.21485734209939,3.51138379303279,5.81783340916325e-12,3.19262259556184e-11
"ENSMUSG00000026525",2.71787539554552,1.46684090459778,5.81876249335765e-12,3.19262259556184e-11
"ENSMUSG00000028020",-1.12441295396252,3.8122707916907,5.84006292581954e-12,3.20300603348142e-11
"ENSMUSG00000022816",-0.671735367890442,10.8385652463766,5.87724556107455e-12,3.22208814188068e-11
"ENSMUSG00000056427",-1.04296285544515,7.62868385803972,5.93743089272522e-12,3.25376040100929e-11
"ENSMUSG00000020311",-0.785435325329587,6.28925088882536,5.97789888151115e-12,3.27460604720243e-11
"ENSMUSG00000056220",-0.756901088937474,6.85469229202024,6.00807637110329e-12,3.28980006331614e-11
"ENSMUSG00000025484",-0.820949349918751,4.94605197649663,6.14367578029117e-12,3.36268344271641e-11
"ENSMUSG00000038453",2.72779450686748,0.422109270629383,6.40095249984406e-12,3.50207957185056e-11
"ENSMUSG00000022704",0.817271643913098,4.67203829049995,6.47180238734104e-12,3.53940640907686e-11
"ENSMUSG00000031007",-0.675424158827118,7.29746623080284,6.47987518400333e-12,3.54238432098738e-11
"ENSMUSG00000024966",0.636244527355015,7.88754779109751,6.51594464898621e-12,3.56065868719023e-11
"ENSMUSG00000038591",-2.32704320731399,0.559449479671131,6.63737224330032e-12,3.62554356612365e-11
"ENSMUSG00000052040",0.751579320861876,6.34267997503387,6.77756179799584e-12,3.7006201133569e-11
"ENSMUSG00000064115",-1.38364988844695,2.03617843046158,6.86725438700999e-12,3.74807515754177e-11
"ENSMUSG00000005397",-0.654982759409084,9.37340193807684,6.92204208037022e-12,3.77644877723476e-11
"ENSMUSG00000038074",-0.716756424742788,6.25795579113934,7.01189698072793e-12,3.82392326849487e-11
"ENSMUSG00000036995",-0.961543023669679,4.37178904617488,7.11769380972895e-12,3.88004974722831e-11
"ENSMUSG00000060301",-1.05414439334882,5.04072551778336,7.18730029092927e-12,3.91641047785034e-11
"ENSMUSG00000031861",1.01482716426633,3.81145527855301,7.25491638325544e-12,3.95165768738047e-11
"ENSMUSG00000023169",0.655479027776377,7.22963872975443,7.37626638744017e-12,4.01613276127145e-11
"ENSMUSG00000007891",-0.8010817797205,9.93848174543509,7.40637264730347e-12,4.0308966353774e-11
"ENSMUSG00000022033",0.953703817842894,4.22815792485581,7.45389604064146e-12,4.05512399208586e-11
"ENSMUSG00000063052",0.873533597910595,5.37903793963812,7.60722118551829e-12,4.13686764025704e-11
"ENSMUSG00000040747",-1.23284952207161,2.92246448223205,7.61125213575702e-12,4.13722459068932e-11
"ENSMUSG00000049100",-1.56676344922391,1.83629284036232,7.61401543616957e-12,4.13722459068932e-11
"ENSMUSG00000015837",-0.750884310929132,8.80456025785515,7.79184179109326e-12,4.23214420571024e-11
"ENSMUSG00000034362",4.46046440043162,-0.467606515637098,7.83495685339483e-12,4.25384830207876e-11
"ENSMUSG00000031990",-0.862316493519047,4.5132474807527,7.95531392796774e-12,4.31745519577025e-11
"ENSMUSG00000034993",-0.74125070633895,8.7582094893431,7.9605839544865e-12,4.31857675213008e-11
"ENSMUSG00000031508",0.662847839912829,6.31802522574979,8.00939184755307e-12,4.34330697895668e-11
"ENSMUSG00000022935",-2.38217309767629,0.60149694370975,8.11128793174638e-12,4.39679423433345e-11
"ENSMUSG00000029212",-1.59712576289341,2.09481362006786,8.16358871979907e-12,4.4233657368011e-11
"ENSMUSG00000026678",-1.62832524869679,2.26784144790115,8.20873539211038e-12,4.4460410534769e-11
"ENSMUSG00000063851",4.49766660800372,-0.414802084043401,8.49467668866235e-12,4.59906572047619e-11
"ENSMUSG00000058589",-1.41065196318973,2.0236144956909,8.53021187532604e-12,4.61645067407749e-11
"ENSMUSG00000028789",-1.15657621694199,5.64066089097803,8.59464695453975e-12,4.64945568194825e-11
"ENSMUSG00000041889",-0.892760308002865,5.75031279261449,8.75760254962577e-12,4.73570958570016e-11
"ENSMUSG00000034612",-0.731056745762146,5.95662525529479,8.93424397094507e-12,4.8292920197398e-11
"ENSMUSG00000028121",0.871039618876647,3.88448719507382,8.96738556994968e-12,4.84526352178323e-11
"ENSMUSG00000026523",5.43037567659188,-0.379479375264691,8.9733703925898e-12,4.84655473808106e-11
"ENSMUSG00000036390",-0.816105222741855,4.86099252553234,9.0739586079275e-12,4.89883075700129e-11
"ENSMUSG00000031889",0.699688521465995,5.0847701485842,9.07742692010179e-12,4.89883075700129e-11
"ENSMUSG00000058794",4.38025004805635,-0.517346214243848,9.33516616423534e-12,5.03590936614872e-11
"ENSMUSG00000041930",2.43111240168132,0.848404117504977,9.40582137442548e-12,5.0719951179452e-11
"ENSMUSG00000027342",0.944576884160914,5.96347052910975,9.44724969943019e-12,5.09229800871725e-11
"ENSMUSG00000039497",-0.74641637105427,6.7994774708288,9.45131012620861e-12,5.09245051204709e-11
"ENSMUSG00000034872",2.11012262793484,1.3697226229309,9.46543786248221e-12,5.09802508286547e-11
"ENSMUSG00000029413",-0.74352985894475,5.22250467768286,9.64487553139492e-12,5.19238902287127e-11
"ENSMUSG00000019230",-0.748278411521932,5.13756809561253,9.64834545085122e-12,5.19238902287127e-11
"ENSMUSG00000024589",0.724505569364875,6.10460867917618,9.73477781821308e-12,5.23681323891981e-11
"ENSMUSG00000005142",-0.737196969751894,6.81367104712308,9.89198295659918e-12,5.31925896441618e-11
"ENSMUSG00000035842",0.838593105537586,4.01349860730308,9.89978285181815e-12,5.3213306469442e-11
"ENSMUSG00000074570",3.00133730940154,0.0871047712021936,1.01066307962831e-11,5.43035032940186e-11
"ENSMUSG00000035776",-0.690675902457808,6.18617017221836,1.01809098732833e-11,5.46808151401324e-11
"ENSMUSG00000026814",1.02145183483377,5.05828499764411,1.02351067752152e-11,5.49500097318501e-11
"ENSMUSG00000031129",-1.29075286221529,2.54029790077158,1.02460563908036e-11,5.49868973743724e-11
"ENSMUSG00000022407",0.827239194932194,5.83382074146465,1.02991961761711e-11,5.52500850182898e-11
"ENSMUSG00000036768",0.863660536855382,4.74602381711445,1.04639292765541e-11,5.61114680100344e-11
"ENSMUSG00000026317",0.7301407547458,5.51964112078108,1.08803579369574e-11,5.83213142537266e-11
"ENSMUSG00000025268",-0.669706753981972,7.34385771649168,1.10735467785155e-11,5.93332607794784e-11
"ENSMUSG00000032604",0.653230424627686,7.67901239697544,1.13506449517206e-11,6.07938198625924e-11
"ENSMUSG00000044976",-1.39772888098578,2.87082595264278,1.13595294246438e-11,6.08172423247112e-11
"ENSMUSG00000026698",-0.747167823437915,5.2288075021221,1.13657991641637e-11,6.08266528511674e-11
"ENSMUSG00000022191",0.623399091321666,6.58205588140169,1.14044355187697e-11,6.10092044557677e-11
"ENSMUSG00000059854",5.10139841854354,-0.605391978445174,1.14432976461503e-11,6.11928185512704e-11
"ENSMUSG00000041130",0.825611491440554,6.23966079769193,1.14584623397643e-11,6.12496157027607e-11
"ENSMUSG00000029767",-0.694217273922874,10.6378734421426,1.14742254210621e-11,6.13095651610536e-11
"ENSMUSG00000049916",1.90426299163256,1.98221510287854,1.18707883272379e-11,6.34033666559011e-11
"ENSMUSG00000053897",1.05870742850999,3.36375741915552,1.19168044850821e-11,6.36239371340164e-11
"ENSMUSG00000027107",2.37619634940521,0.537539477023426,1.21221953770599e-11,6.46948993975238e-11
"ENSMUSG00000026672",-0.781915911786934,4.66555093868367,1.21448731034011e-11,6.47902787126829e-11
"ENSMUSG00000037455",-0.896705480427154,4.41445160961252,1.22159632911371e-11,6.51437504461312e-11
"ENSMUSG00000049491",6.75740443138517,-0.81082082780935,1.23379985590411e-11,6.57685087285221e-11
"ENSMUSG00000001018",-0.641025338528564,6.11859794508603,1.24183237070432e-11,6.61705224880039e-11
"ENSMUSG00000062198",1.01972160974666,3.70722411001902,1.2453625552182e-11,6.63324085614243e-11
"ENSMUSG00000027848",-0.822994613798636,6.33491489137664,1.24999052274942e-11,6.65526154707143e-11
"ENSMUSG00000029462",-0.617593582822682,6.50684280916586,1.2769171267176e-11,6.79594148649034e-11
"ENSMUSG00000036854",-0.937603650446372,5.1465143856172,1.28153935359563e-11,6.81785004965376e-11
"ENSMUSG00000031539",-0.82880983732386,4.02005539375586,1.2829391833264e-11,6.82260478517679e-11
"ENSMUSG00000037697",0.859483728634946,5.00151782632876,1.29429950359099e-11,6.88030426179419e-11
"ENSMUSG00000027454",1.27621129028468,2.43603732539381,1.3167785325694e-11,6.99704036167444e-11
"ENSMUSG00000059991",-1.45030051960317,2.03302256135353,1.31951637319909e-11,7.0088259366024e-11
"ENSMUSG00000007480",2.74861562840384,0.133222435575163,1.34688855179608e-11,7.15139998690937e-11
"ENSMUSG00000021048",0.731351347847882,6.29866994546492,1.3549811445844e-11,7.1915357520245e-11
"ENSMUSG00000031556",-0.690065923826693,5.3767136639917,1.36239798857461e-11,7.22805481462979e-11
"ENSMUSG00000078202",4.3511801802767,-0.540017060444142,1.37548714344946e-11,7.29462713644457e-11
"ENSMUSG00000020838",2.05071050682256,0.748113009340021,1.38219763592333e-11,7.32733241442484e-11
"ENSMUSG00000073155",-0.693881816205667,5.9624186524672,1.39652914326492e-11,7.40039676900724e-11
"ENSMUSG00000025656",-0.963669154196362,4.2668678132597,1.39914604030922e-11,7.41135079348077e-11
"ENSMUSG00000020407",1.95347360960233,0.982640820323653,1.43484757505067e-11,7.59747846003851e-11
"ENSMUSG00000042524",-0.814467491769572,6.39814373506459,1.45450368148277e-11,7.69853322735342e-11
"ENSMUSG00000107283",-0.762427711734828,5.31014102036965,1.45959307056215e-11,7.72243884782115e-11
"ENSMUSG00000025785",0.822011693650436,4.46362236646019,1.46292850577121e-11,7.73704950423759e-11
"ENSMUSG00000024039",2.1762276123858,1.30954280307446,1.46484056260665e-11,7.74412377431383e-11
"ENSMUSG00000019302",-0.623436023905885,6.60533538285564,1.48260298458376e-11,7.83495524703003e-11
"ENSMUSG00000025512",-0.634498713667036,6.00573223762862,1.48818375500127e-11,7.86136567444047e-11
"ENSMUSG00000017144",-0.672714899429587,7.78955327548678,1.5049992461558e-11,7.94707984231348e-11
"ENSMUSG00000032479",0.583345960326012,9.6707855312898,1.50681532617324e-11,7.95135767909417e-11
"ENSMUSG00000029191",0.786954994959441,6.62585862026419,1.50698901194908e-11,7.95135767909417e-11
"ENSMUSG00000027514",1.92329764808778,1.92406992103075,1.53144408468682e-11,8.07722914932045e-11
"ENSMUSG00000037254",-0.784995326531558,4.88218681414578,1.53251016103558e-11,8.07969084118917e-11
"ENSMUSG00000049128",1.80117668448081,1.12117155565679,1.55300944899482e-11,8.18456621653601e-11
"ENSMUSG00000025784",-1.43340179471771,3.63275011784688,1.55912982339014e-11,8.21361045295916e-11
"ENSMUSG00000041961",0.803475397212235,4.45697383234141,1.56806508260043e-11,8.25745522599078e-11
"ENSMUSG00000045005",0.703704306228292,4.95610537409627,1.57208293158492e-11,8.27537006714032e-11
"ENSMUSG00000025650",0.759446507943274,5.8453972280743,1.57269476389092e-11,8.27537006714032e-11
"ENSMUSG00000031375",-0.759164683657074,11.8308812604236,1.57945383835231e-11,8.30769301397872e-11
"ENSMUSG00000031785",1.42015207701332,2.81155460906265,1.58632680608617e-11,8.34058957599364e-11
"ENSMUSG00000024420",-1.0304787240354,6.45305720297987,1.61190014724531e-11,8.47174498441091e-11
"ENSMUSG00000075701",-0.677198666824442,6.07146651134003,1.63108316248858e-11,8.56922529754814e-11
"ENSMUSG00000042302",-0.763343762355711,5.55261320571089,1.65724787955364e-11,8.70329515553668e-11
"ENSMUSG00000078234",-1.98219243630103,1.16114912889394,1.69287289609319e-11,8.88692348607176e-11
"ENSMUSG00000031227",-0.769400413635334,5.39094194367723,1.69363618046335e-11,8.88746957914612e-11
"ENSMUSG00000026831",-1.42396472481946,2.19923667200092,1.77266096183691e-11,9.29853790915307e-11
"ENSMUSG00000020178",2.68119948935204,0.298512537881306,1.79147533798456e-11,9.39357410788405e-11
"ENSMUSG00000020454",0.636784013529018,6.48108786016742,1.80171348391577e-11,9.44358455546985e-11
"ENSMUSG00000018401",0.657799959554861,6.35161097327972,1.85545132564279e-11,9.7214688383173e-11
"ENSMUSG00000030117",5.0233609773609,-0.657234731076178,1.8592714998963e-11,9.73769972420437e-11
"ENSMUSG00000024395",-1.03746538960628,2.85967409789087,1.86991432672048e-11,9.78963690816266e-11
"ENSMUSG00000058301",0.786950003419055,6.38627555503342,1.9342157748255e-11,1.01223458309094e-10
"ENSMUSG00000059898",3.03261702506729,0.230550610640621,1.94054246735601e-11,1.01515145527459e-10
"ENSMUSG00000034206",1.13803337357948,3.58395101183185,1.98589473767947e-11,1.03847350499057e-10
"ENSMUSG00000001036",0.659065173050693,6.33363487882555,2.00118946989643e-11,1.04606573259689e-10
"ENSMUSG00000029378",1.56164179412559,1.90538294881042,2.01089891782927e-11,1.05042157678261e-10
"ENSMUSG00000065954",-0.805685789002367,5.50108266813864,2.01108084687776e-11,1.05042157678261e-10
"ENSMUSG00000003421",0.843145377081016,5.80802979568724,2.08715732536144e-11,1.08973539516644e-10
"ENSMUSG00000029602",3.38677505933039,-0.0868277058602704,2.10966400502109e-11,1.10106002522994e-10
"ENSMUSG00000025574",0.748023655152803,4.93519424207427,2.14463662343421e-11,1.11887950156798e-10
"ENSMUSG00000009585",0.751842247557701,4.68510734944159,2.15071463263343e-11,1.1214957923179e-10
"ENSMUSG00000063060",1.81897860390319,1.35352615230788,2.151315272557e-11,1.1214957923179e-10
"ENSMUSG00000058135",-0.976224624210021,4.69981907198458,2.17080788402364e-11,1.13121998780528e-10
"ENSMUSG00000025170",-1.452254468931,2.02731474579607,2.18843280202529e-11,1.13996377913844e-10
"ENSMUSG00000033257",0.675394801548889,5.98493028584737,2.19078476307466e-11,1.14074814179257e-10
"ENSMUSG00000022687",-0.998117533068536,6.00809445902149,2.19251300008376e-11,1.14120724919418e-10
"ENSMUSG00000051331",0.717128309686715,6.49055581132095,2.21997359567134e-11,1.1550545751928e-10
"ENSMUSG00000050150",3.94179574228826,-0.447790342517461,2.22089584081641e-11,1.15508861227029e-10
"ENSMUSG00000017723",2.73156409986277,1.47290473085672,2.30137862744917e-11,1.19648612713622e-10
"ENSMUSG00000024487",-0.603449364681339,6.62047747357196,2.32591011909659e-11,1.20877387492448e-10
"ENSMUSG00000061882",-1.32707850104611,2.18859204807005,2.35754208782398e-11,1.22474084338941e-10
"ENSMUSG00000060002",-1.14513045562075,5.08574096062376,2.38038805516737e-11,1.23613294960367e-10
"ENSMUSG00000026520",0.790381981033907,5.62847428930917,2.39822995023402e-11,1.24491867381998e-10
"ENSMUSG00000037034",-1.13881478935665,2.86452312278858,2.42824325229212e-11,1.26001336736528e-10
"ENSMUSG00000056214",-0.70051189990956,5.00512646430363,2.48216556811563e-11,1.28749803862127e-10
"ENSMUSG00000016995",-2.08442606016467,1.18265493290709,2.48762410009179e-11,1.28983309589759e-10
"ENSMUSG00000035279",-0.993255879082435,6.40005514463735,2.53627855684421e-11,1.31455483371076e-10
